ccn,hospital_name,state,previous_status,disposition,issue,next_step,pointer_url,pointer_status,pointer_checked_at,pointer_declared_url,mrf_url,mrf_status,mrf_final_url,identity,identity_basis,header_name,header_location,header_state,date,version,metadata,file_checked_at,pointer_sha256,file_sha256,adjudicated,note
221303,ATHOL MEMORIAL HOSPITAL,MA,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.atholhospital.org/cms-hpt.txt,206,2026-09-09T10:07:39.565Z,,https://mrfs.hyvehealthcare.com/HeywoodHealthcare/042126583_athol-memorial-hospital_standardcharges.json,206,https://mrfs.hyvehealthcare.com/HeywoodHealthcare/042126583_athol-memorial-hospital_standardcharges.json,corroborated,file-name-and-address,Athol Memorial Hospital,Athol Memorial Hospital,MA,2025-04-16,2.2.0,date-over-365-days,2026-09-09T10:07:40.710Z,4f53403bb55fba4fcb6e50cccd7302d991106392644442c6d3f1f89a127809a8,16f953064294d51207f0adacb7914a0c230487999dc5ea044c9239f55d96ad65,,Same declared date 2025-04-16 observed again after the earlier check (2026-09-09T02:23:48.166Z).
230208,UNIVERSITY OF MICHIGAN HEALTH-SPARROW CARSON,MI,identity-or-format-review,publisher-issue,file-declares-conflicting-license-state,Publisher inquiry: ask the facility to correct the license_state field in the file header; recheck on their update,https://www.uofmhealthsparrow.org/cms-hpt.txt,200,2026-09-09T10:07:41.894Z,,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-carson-machine-readable-file-03-31-2026.csv,206,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-carson-machine-readable-file-03-31-2026.csv,license-state-conflict,exact-name-and-address-with-conflicting-license-state,University of Michigan Health-Sparrow Carson,University of Michigan Health-Sparrow Carson,CA,2026-04-01,3.1.0,,2026-09-09T10:07:42.256Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,c23d234d5907089cdd3f783f8f15adc24d5ce9308820f486763fb6d3370b2e8b,,File header declares license state CA while the roster state is MI; the name and address match the roster exactly and the official pointer lists the file.
230217,OAKLAWN HOSPITAL,MI,file-access-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://oaklawnhospital.org/cms-hpt.txt,206,2026-09-09T10:07:42.447Z,,https://oaklawnhospital.org/381368347_ella-em-brown-charitable-circle-dba-oaklawn-hospital_standardcharges.csv.zip,404,,,,,,,,,,2026-09-09T10:07:42.543Z,43c1ae77b2d3508ca4e2509712cb6ef2108a7217b045c870094f9d3fb2f7742e,,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
230275,HEALTHSOURCE SAGINAW,MI,publisher-template-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://healthsourcesaginaw.org/cms-hpt.txt,206,2026-09-09T10:07:42.558Z,,https://www.healthsourcesaginaw.org/wp-content/uploads/2026/01/386004889_healthsource-saginaw_standardcharges.csv,206,https://www.healthsourcesaginaw.org/wp-content/uploads/2026/01/386004889_healthsource-saginaw_standardcharges.csv,corroborated,file-name-and-address,HealthSource Saginaw,HealthSource Saginaw,MI,2026-01-06,2.0.0,date-within-365-days-older-version,2026-09-09T10:07:42.837Z,dce953928a2aba0d404fb583c082fe9068cf0388e5278477276ca0e07a656777,e37be102977b3a09591cb81b943b8df9afee8e55cd85170426819c4ce684e1a5,,Declared version 2.0.0 with a current date; publisher has not adopted the current CMS dictionary.
231308,MUNISING MEMORIAL HOSPITAL,MI,identity-or-format-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://munisingmemorial.org/cms-hpt.txt,206,2026-09-09T10:07:42.892Z,,https://munisingmemorial.org/wp-content/uploads/2025/03/Munising-Memorial-Hospital-Standard-Charges.csv,206,https://munisingmemorial.org/wp-content/uploads/2025/03/Munising-Memorial-Hospital-Standard-Charges.csv,corroborated,file-name-and-address,Munising Memorial Hospital,Munising Memorial Hospital,MI,2025-01-01,2.2.0,date-over-365-days,2026-09-09T10:07:43.481Z,068f3f2db6b470d83f3a414fc8e2910ef3fc4b6d03c4b81a67e03ba529dea550,d411b6dd1eea9e283f2a4819ced9bc009277dd6f83c3e8e44759818bf4a25bdc,,Same declared date 2025-01-01 observed again after the earlier check (2026-09-09T02:28:21.405Z).
231311,DECKERVILLE COMMUNITY HOSPITAL,MI,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://aspirerhs.org/cms-hpt.txt,206,2026-09-09T10:07:42.928Z,,https://aspirerhs.org/wp-content/uploads/2024/07/381415390_deckerville-community-hospital_standardcharges.csv,206,https://aspirerhs.org/wp-content/uploads/2024/07/381415390_deckerville-community-hospital_standardcharges.csv,corroborated,file-name-and-address,Deckerville Community Hospital,Deckerville Community Hospital,MI,2025-01-15,2.0.0,date-over-365-days,2026-09-09T10:07:43.129Z,f72dae80c0859fa07ab8e279a683267328a6e87a71115aba15a6a2785d32f57b,284889009e8e7034da9fb03d3f97e53caf0c5632bbc12f3744ae8d3cc8ae8f5e,,Same declared date 2025-01-15 observed again after the earlier check (2026-09-09T01:48:56.433Z).
231314,MCKENZIE HEALTH SYSTEM,MI,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.mckenziehealth.org/cms-hpt.txt,206,2026-09-09T10:07:43.143Z,,https://www.mckenziehealth.org/documents/content/standard%20charges/381738615_McKenzie-Memorial-Hospital_standardcharges.csv,206,https://www.mckenziehealth.org/documents/content/standard%20charges/381738615_McKenzie-Memorial-Hospital_standardcharges.csv,corroborated,exact-pointer-name-and-file-address,McKenzie_Memorial_Hospital,McKenzie_Memorial_Hospital,MI,2025-05-31,2.0.0,date-over-365-days,2026-09-09T10:07:43.502Z,27055f087049dac84e5d4a8aab67c18d7feffa6a8331df64c0781ac3036aed6e,b4b30e401c2dc4fb437d1d633c0e82682f1ab48e2f4e59fcf2acdd9a325da45c,,Same declared date 2025-05-31 observed again after the earlier check (2026-09-09T01:48:57.052Z).
231316,HILLS & DALES GENERAL HOSPITAL,MI,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://aspirerhs.org/cms-hpt.txt,206,2026-09-09T10:07:42.928Z,,https://aspirerhs.org/wp-content/uploads/2024/07/381619577_hills-and-dales-general-hospital_standardcharges.csv,206,https://aspirerhs.org/wp-content/uploads/2024/07/381619577_hills-and-dales-general-hospital_standardcharges.csv,corroborated,exact-pointer-name-and-file-address,Hills and Dales General both,Hills and Dales General both,MI,2025-01-01,2.0.0,date-over-365-days,2026-09-09T10:07:44.249Z,f72dae80c0859fa07ab8e279a683267328a6e87a71115aba15a6a2785d32f57b,7a35de7ea083fdf6d4bbe31b8cd4e95e1adeeed32e036018bf5b83c6f1258b1d,,Same declared date 2025-01-01 observed again after the earlier check (2026-09-09T01:48:57.003Z).
231318,"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC",MI,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.aspirus.org/cms-hpt.txt,200,2026-09-09T10:07:43.519Z,,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/383236977_aspirus-iron-river-hospital_standardcharges.json,206,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/383236977_aspirus-iron-river-hospital_standardcharges.json,corroborated,file-name-and-address,Aspirus Iron River Hospital,Aspirus Iron River Hospital,MI,2025-07-01,2.2.0,date-over-365-days,2026-09-09T10:07:49.782Z,26a95ee79434fbf692ebb03527aca944f9d0e63fde0b0254a07e7d8afc5ecc63,7d8bdc243870dc01cd765c9770a6f731838d28a96c1f9e6513cae7edba97d2b0,,Same declared date 2025-07-01 observed again after the earlier check (2026-09-09T01:48:55.968Z).
231319,ASPIRUS KEWEENAW HOSPITAL AND CLINICS,MI,identity-or-format-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.aspirus.org/cms-hpt.txt,200,2026-09-09T10:07:43.519Z,,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/381443361_aspirus-keweenaw-hospital_standardcharges.json,206,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/381443361_aspirus-keweenaw-hospital_standardcharges.json,corroborated-adjudicated,renamed-facility-pointer-label-and-roster-address,Aspirus Keweenaw Hospital,Aspirus Keweenaw Hospital,MI,2025-07-01,2.2.0,date-over-365-days,2026-09-09T10:08:00.745Z,26a95ee79434fbf692ebb03527aca944f9d0e63fde0b0254a07e7d8afc5ecc63,443fe96106fc367ddc5e6ba05c353d7625c11b743d4f691044a6e6d65b910bdc,renamed-facility-pointer-label-and-roster-address,Same declared date 2025-07-01 observed again after the earlier check (2026-09-09T02:26:09.803Z).
231326,UNIVERSITY OF MICHIGAN HEALTH- SPARROW CLINTON,MI,identity-or-format-review,publisher-issue,file-declares-conflicting-license-state,Publisher inquiry: ask the facility to correct the license_state field in the file header; recheck on their update,https://www.uofmhealthsparrow.org/cms-hpt.txt,200,2026-09-09T10:07:41.894Z,,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-clinton-machine-readable-file-03-31-2026.csv,206,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-clinton-machine-readable-file-03-31-2026.csv,license-state-conflict,exact-name-and-address-with-conflicting-license-state,University of Michigan Health-Sparrow Clinton,University of Michigan Health-Sparrow Clinton,CA,2026-04-01,3.1.0,,2026-09-09T10:07:43.645Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,8f1328dfee109182b0ef94920070dd19b93ce813a2332f2f5a572eda557bded1,,File header declares license state CA while the roster state is MI; the name and address match the roster exactly and the official pointer lists the file.
231327,UNIVERSITY OF MICHIGAN HEALTH - SPARROW EATON,MI,identity-or-format-review,publisher-issue,file-declares-conflicting-license-state,Publisher inquiry: ask the facility to correct the license_state field in the file header; recheck on their update,https://www.uofmhealthsparrow.org/cms-hpt.txt,200,2026-09-09T10:07:41.894Z,,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-eaton-machine-readable-file-03-31-2026.csv,206,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-eaton-machine-readable-file-03-31-2026.csv,license-state-conflict,exact-name-and-address-with-conflicting-license-state,University of Michigan Health-Sparrow Eaton,University of Michigan Health-Sparrow Eaton,CA,2026-04-01,3.1.0,,2026-09-09T10:07:43.905Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,f64d7a2c393f0edbe4432a25564481b5ad2bda57594e14943ce5365023f8ed40,,File header declares license state CA while the roster state is MI; the name and address match the roster exactly and the official pointer lists the file.
231330,MARLETTE REGIONAL HOSPITAL,MI,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://aspirerhs.org/cms-hpt.txt,206,2026-09-09T10:07:42.928Z,,https://aspirerhs.org/wp-content/uploads/2024/07/381507302_marlette-regional-hospital_standardcharges.csv,206,https://aspirerhs.org/wp-content/uploads/2024/07/381507302_marlette-regional-hospital_standardcharges.csv,corroborated,file-name-and-address,Marlette Regional Hospital,Marlette Regional Hospital,MI,2025-01-25,2.0.0,date-over-365-days,2026-09-09T10:07:51.858Z,f72dae80c0859fa07ab8e279a683267328a6e87a71115aba15a6a2785d32f57b,4abbe109a57b2ffa55a75cfde713bcb6d40c79fc9bc29e7f9a1e65496a13075a,,Same declared date 2025-01-25 observed again after the earlier check (2026-09-09T01:48:57.012Z).
240047,ST LUKES HOSPITAL,MN,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.aspirus.org/cms-hpt.txt,200,2026-09-09T10:07:43.519Z,,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/410714079_aspirus-st-lukes-hospital_standardcharges.json,206,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/410714079_aspirus-st-lukes-hospital_standardcharges.json,corroborated,file-name-and-address,Aspirus St. Luke’s Hospital,Aspirus St. Luke’s Hospital,MN,2025-07-01,2.2.0,date-over-365-days,2026-09-09T10:37:43.854Z,26a95ee79434fbf692ebb03527aca944f9d0e63fde0b0254a07e7d8afc5ecc63,d43f79ffcb2f5f1d93b668a52be302410c79063c12537742fbf8afee96416666,,Same declared date 2025-07-01 observed again after the earlier check (2026-09-09T01:49:09.093Z).
241308,ASPIRUS LAKE VIEW HOSPITAL,MN,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.aspirus.org/cms-hpt.txt,200,2026-09-09T10:07:43.519Z,,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/410786046_aspirus-lake-view-hospital_standardcharges.json,206,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/410786046_aspirus-lake-view-hospital_standardcharges.json,corroborated,file-name-and-address,Aspirus Lake View Hospital,Aspirus Lake View Hospital,MN,2025-07-01,2.2.0,date-over-365-days,2026-09-09T10:08:44.123Z,26a95ee79434fbf692ebb03527aca944f9d0e63fde0b0254a07e7d8afc5ecc63,4363eeb50146ca605df293177181f8a573d04381745310959e0f32cab5e37708,,Same declared date 2025-07-01 observed again after the earlier check (2026-09-09T01:49:08.320Z).
241320,RIVERVIEW HOSPITAL,MN,pointer-or-domain-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://res.cloudinary.com/dpmykpsih/raw/upload/riverview-health-site-275/media/9122285d28014b6db6d3f86e0c095635/cms-hpt.txt,206,2026-09-09T10:08:05.312Z,,https://sthpiprd.blob.core.windows.net/machine-readable-files/7983/410724029_riverview-health-association_standardcharges.csv,404,,,,,,,,,,2026-09-09T10:07:52.059Z,3187777ccbdaeb3bfa83e030e6d5c3378ea1935c001b18bc4373d178b51920ce,,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
241343,AVERA GRANITE FALLS,MN,pointer-or-domain-review,publisher-issue,template-version-unrecognized,Publisher inquiry: confirm which CMS data dictionary version the file implements; recheck on their reply,http://www.avera.org/cms-hpt.txt,403,2026-09-09T10:07:29.048Z,,https://www.avera.org/app/files/public/1ca2d27a-5829-43e7-a1e5-2626ec33931a/843156881_avera-granite-falls-health-center_standardcharges.csv,206,https://www.avera.org/app/files/public/1ca2d27a-5829-43e7-a1e5-2626ec33931a/843156881_avera-granite-falls-health-center_standardcharges.csv,corroborated,file-name-and-address,Avera Granite Falls Health Center,Avera Granite Falls Health Center,MN,2026-04-01,4.0.0,date-within-365-days-version-unverified,2026-09-09T13:11:15.214Z,,84f8b6b071aff74fe0494b4efd1a5359847896971861108816e86d7d78c124ac,,Declared template version 4.0.0 is not a recognized CMS data dictionary version; facility identity and the 2026-04-01 update date are corroborated via browser retrieval.
241348,AVERA TYLER HOSPITAL,MN,pointer-or-domain-review,publisher-issue,template-version-unrecognized,Publisher inquiry: confirm which CMS data dictionary version the file implements; recheck on their reply,http://www.avera.org/cms-hpt.txt,403,2026-09-09T10:07:29.048Z,,https://www.avera.org/app/files/public/30c119ee-35bd-417a-a15e-30ec553ee995/410853163_avera-tyler-hospital_standardcharges.csv,206,https://www.avera.org/app/files/public/30c119ee-35bd-417a-a15e-30ec553ee995/410853163_avera-tyler-hospital_standardcharges.csv,corroborated,file-name-and-address,Avera Tyler Hospital,Avera Tyler ,MN,2026-04-01,4.0.0,date-within-365-days-version-unverified,2026-09-09T13:11:15.222Z,,a9ebcfe3a5d12378daef9532f5d2ad1f80d67625c99d05f714c295df02f14121,,Declared template version 4.0.0 is not a recognized CMS data dictionary version; facility identity and the 2026-04-01 update date are corroborated via browser retrieval.
