ccn,hospital_name,state,issue,subject,body,contact,send_status
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://mrfs.hyvehealthcare.com/HeywoodHealthcare/042103581_heywood-hospital_standardcharges.json declares last_updated_on 2025-04-16, more than 365 days before our check on 2026-09-09T10:07:40.022Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.atholhospital.org/cms-hpt.txt (HTTP 206); file https://mrfs.hyvehealthcare.com/HeywoodHealthcare/042103581_heywood-hospital_standardcharges.json (HTTP 206); checked 2026-09-09T10:07:40.022Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
221303,ATHOL MEMORIAL HOSPITAL,MA,declared-update-date-over-365-days,Price transparency file: ATHOL MEMORIAL HOSPITAL (CCN 221303),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://mrfs.hyvehealthcare.com/HeywoodHealthcare/042126583_athol-memorial-hospital_standardcharges.json declares last_updated_on 2025-04-16, more than 365 days before our check on 2026-09-09T10:07:40.710Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.atholhospital.org/cms-hpt.txt (HTTP 206); file https://mrfs.hyvehealthcare.com/HeywoodHealthcare/042126583_athol-memorial-hospital_standardcharges.json (HTTP 206); checked 2026-09-09T10:07:40.710Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
230208,UNIVERSITY OF MICHIGAN HEALTH-SPARROW CARSON,MI,file-declares-conflicting-license-state,Price transparency file: UNIVERSITY OF MICHIGAN HEALTH-SPARROW CARSON (CCN 230208),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-carson-machine-readable-file-03-31-2026.csv declares license state CA while your CMS enrollment lists MI; its name and address otherwise match exactly. Could you correct the license_state field?,,,,,,,
Recorded evidence: pointer https://www.uofmhealthsparrow.org/cms-hpt.txt (HTTP 200); file https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-carson-machine-readable-file-03-31-2026.csv (HTTP 206); checked 2026-09-09T10:07:42.256Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
230217,OAKLAWN HOSPITAL,MI,pointer-declared-file-404,Price transparency file: OAKLAWN HOSPITAL (CCN 230217),Hello,,
We maintain an independent review of hospital price-transparency files. Your machine-readable pointer declares https://oaklawnhospital.org/381368347_ella-em-brown-charitable-circle-dba-oaklawn-hospital_standardcharges.csv.zip, which returns HTTP 404 on repeated checks. Could you restore the file or update the pointer?,,,,,,
Recorded evidence: pointer https://oaklawnhospital.org/cms-hpt.txt (HTTP 206); file https://oaklawnhospital.org/381368347_ella-em-brown-charitable-circle-dba-oaklawn-hospital_standardcharges.csv.zip (HTTP 404); checked 2026-09-09T10:07:42.543Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
230275,HEALTHSOURCE SAGINAW,MI,template-version-older-than-3,Price transparency file: HEALTHSOURCE SAGINAW (CCN 230275),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.healthsourcesaginaw.org/wp-content/uploads/2026/01/386004889_healthsource-saginaw_standardcharges.csv declares a current date (2026-01-06) but template version 2.0.0. Could you confirm whether it implements the CMS price-transparency data dictionary and whether an updated export is available?,,,,,,,
Recorded evidence: pointer https://healthsourcesaginaw.org/cms-hpt.txt (HTTP 206); file https://www.healthsourcesaginaw.org/wp-content/uploads/2026/01/386004889_healthsource-saginaw_standardcharges.csv (HTTP 206); checked 2026-09-09T10:07:42.837Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
231311,DECKERVILLE COMMUNITY HOSPITAL,MI,declared-update-date-over-365-days,Price transparency file: DECKERVILLE COMMUNITY HOSPITAL (CCN 231311),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://aspirerhs.org/wp-content/uploads/2024/07/381415390_deckerville-community-hospital_standardcharges.csv declares last_updated_on 2025-01-15, more than 365 days before our check on 2026-09-09T10:07:43.129Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://aspirerhs.org/cms-hpt.txt (HTTP 206); file https://aspirerhs.org/wp-content/uploads/2024/07/381415390_deckerville-community-hospital_standardcharges.csv (HTTP 206); checked 2026-09-09T10:07:43.129Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
231314,MCKENZIE HEALTH SYSTEM,MI,declared-update-date-over-365-days,Price transparency file: MCKENZIE HEALTH SYSTEM (CCN 231314),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.mckenziehealth.org/documents/content/standard%20charges/381738615_McKenzie-Memorial-Hospital_standardcharges.csv declares last_updated_on 2025-05-31, more than 365 days before our check on 2026-09-09T10:07:43.502Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.mckenziehealth.org/cms-hpt.txt (HTTP 206); file https://www.mckenziehealth.org/documents/content/standard%20charges/381738615_McKenzie-Memorial-Hospital_standardcharges.csv (HTTP 206); checked 2026-09-09T10:07:43.502Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
231316,HILLS & DALES GENERAL HOSPITAL,MI,declared-update-date-over-365-days,Price transparency file: HILLS & DALES GENERAL HOSPITAL (CCN 231316),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://aspirerhs.org/wp-content/uploads/2024/07/381619577_hills-and-dales-general-hospital_standardcharges.csv declares last_updated_on 2025-01-01, more than 365 days before our check on 2026-09-09T10:07:44.249Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://aspirerhs.org/cms-hpt.txt (HTTP 206); file https://aspirerhs.org/wp-content/uploads/2024/07/381619577_hills-and-dales-general-hospital_standardcharges.csv (HTTP 206); checked 2026-09-09T10:07:44.249Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
231318,ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC,MI,declared-update-date-over-365-days,Price transparency file: ASPIRUS IRON RIVER HOSPITAL & CLINICS,hpt-obf:v1:uwKhNhZrOe4BzTO6.T0yXFpESM9h_oYXsiSLFXQ.BvbWA4oNgZqWG87SkbiL0Ws,Hello
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/383236977_aspirus-iron-river-hospital_standardcharges.json declares last_updated_on 2025-07-01, more than 365 days before our check on 2026-09-09T10:07:49.782Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.aspirus.org/cms-hpt.txt (HTTP 200); file https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/383236977_aspirus-iron-river-hospital_standardcharges.json (HTTP 206); checked 2026-09-09T10:07:49.782Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
231319,ASPIRUS KEWEENAW HOSPITAL AND CLINICS,MI,declared-update-date-over-365-days,Price transparency file: ASPIRUS KEWEENAW HOSPITAL AND CLINICS (CCN 231319),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/381443361_aspirus-keweenaw-hospital_standardcharges.json declares last_updated_on 2025-07-01, more than 365 days before our check on 2026-09-09T10:08:00.745Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.aspirus.org/cms-hpt.txt (HTTP 200); file https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/381443361_aspirus-keweenaw-hospital_standardcharges.json (HTTP 206); checked 2026-09-09T10:08:00.745Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
231326,UNIVERSITY OF MICHIGAN HEALTH- SPARROW CLINTON,MI,file-declares-conflicting-license-state,Price transparency file: UNIVERSITY OF MICHIGAN HEALTH- SPARROW CLINTON (CCN 231326),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-clinton-machine-readable-file-03-31-2026.csv declares license state CA while your CMS enrollment lists MI; its name and address otherwise match exactly. Could you correct the license_state field?,,,,,,,
Recorded evidence: pointer https://www.uofmhealthsparrow.org/cms-hpt.txt (HTTP 200); file https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-clinton-machine-readable-file-03-31-2026.csv (HTTP 206); checked 2026-09-09T10:07:43.645Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
231327,UNIVERSITY OF MICHIGAN HEALTH - SPARROW EATON,MI,file-declares-conflicting-license-state,Price transparency file: UNIVERSITY OF MICHIGAN HEALTH - SPARROW EATON (CCN 231327),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-eaton-machine-readable-file-03-31-2026.csv declares license state CA while your CMS enrollment lists MI; its name and address otherwise match exactly. Could you correct the license_state field?,,,,,,,
Recorded evidence: pointer https://www.uofmhealthsparrow.org/cms-hpt.txt (HTTP 200); file https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-eaton-machine-readable-file-03-31-2026.csv (HTTP 206); checked 2026-09-09T10:07:43.905Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
231330,MARLETTE REGIONAL HOSPITAL,MI,declared-update-date-over-365-days,Price transparency file: MARLETTE REGIONAL HOSPITAL (CCN 231330),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://aspirerhs.org/wp-content/uploads/2024/07/381507302_marlette-regional-hospital_standardcharges.csv declares last_updated_on 2025-01-25, more than 365 days before our check on 2026-09-09T10:07:51.858Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://aspirerhs.org/cms-hpt.txt (HTTP 206); file https://aspirerhs.org/wp-content/uploads/2024/07/381507302_marlette-regional-hospital_standardcharges.csv (HTTP 206); checked 2026-09-09T10:07:51.858Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
240047,ST LUKES HOSPITAL,MN,declared-update-date-over-365-days,Price transparency file: ST LUKES HOSPITAL (CCN 240047),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/410714079_aspirus-st-lukes-hospital_standardcharges.json declares last_updated_on 2025-07-01, more than 365 days before our check on 2026-09-09T10:37:43.854Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.aspirus.org/cms-hpt.txt (HTTP 200); file https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/410714079_aspirus-st-lukes-hospital_standardcharges.json (HTTP 206); checked 2026-09-09T10:37:43.854Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
241308,ASPIRUS LAKE VIEW HOSPITAL,MN,declared-update-date-over-365-days,Price transparency file: ASPIRUS LAKE VIEW HOSPITAL (CCN 241308),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/410786046_aspirus-lake-view-hospital_standardcharges.json declares last_updated_on 2025-07-01, more than 365 days before our check on 2026-09-09T10:08:44.123Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.aspirus.org/cms-hpt.txt (HTTP 200); file https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/410786046_aspirus-lake-view-hospital_standardcharges.json (HTTP 206); checked 2026-09-09T10:08:44.123Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
241320,RIVERVIEW HOSPITAL,MN,pointer-declared-file-404,Price transparency file: RIVERVIEW HOSPITAL (CCN 241320),Hello,,
We maintain an independent review of hospital price-transparency files. Your machine-readable pointer declares https://sthpiprd.blob.core.windows.net/machine-readable-files/7983/410724029_riverview-health-association_standardcharges.csv, which returns HTTP 404 on repeated checks. Could you restore the file or update the pointer?,,,,,,
Recorded evidence: pointer https://res.cloudinary.com/dpmykpsih/raw/upload/riverview-health-site-275/media/9122285d28014b6db6d3f86e0c095635/cms-hpt.txt (HTTP 206); file https://sthpiprd.blob.core.windows.net/machine-readable-files/7983/410724029_riverview-health-association_standardcharges.csv (HTTP 404); checked 2026-09-09T10:07:52.059Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
241343,AVERA GRANITE FALLS,MN,template-version-unrecognized,Price transparency file: AVERA GRANITE FALLS (CCN 241343),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.avera.org/app/files/public/1ca2d27a-5829-43e7-a1e5-2626ec33931a/843156881_avera-granite-falls-health-center_standardcharges.csv declares template version 4.0.0, which this review does not recognize; its update date (2026-04-01) and facility identity are otherwise current. Could you confirm which CMS data dictionary version it implements?,,,,,,
Recorded evidence: pointer http://www.avera.org/cms-hpt.txt (HTTP 403); file https://www.avera.org/app/files/public/1ca2d27a-5829-43e7-a1e5-2626ec33931a/843156881_avera-granite-falls-health-center_standardcharges.csv (HTTP 206); checked 2026-09-09T13:11:15.214Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
241348,AVERA TYLER HOSPITAL,MN,template-version-unrecognized,Price transparency file: AVERA TYLER HOSPITAL (CCN 241348),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.avera.org/app/files/public/30c119ee-35bd-417a-a15e-30ec553ee995/410853163_avera-tyler-hospital_standardcharges.csv declares template version 4.0.0, which this review does not recognize; its update date (2026-04-01) and facility identity are otherwise current. Could you confirm which CMS data dictionary version it implements?,,,,,,
