ccn,hospital_name,url,pointerUrl,sourcePageUrl,location_name,pointerCheckedAt,pointerSha256,score,http_status,file_kind,header_name,header_location,header_address,header_state,identity,identity_basis,date,version,metadata,checked_at,error
070036,JOHN DEMPSEY HOSPITAL OF THE UNIVERSITY OF CONNECT,https://uconnhealth.pt.panaceainc.com/MRFDownload/uconnhealth/uconnhealth,https://health.uconn.edu/cms-hpt.txt,https://www.uconnhealth.org/patients-visitors/patient-resources/billing-costs-insurance/price-transparency,UConn John Dempsey Hospital,2026-09-09T01:43:17.675Z,7dfcefd95ca4ef8e6790dab64e5a3d9da3ccd21cabc63992008949365681fc94,0.5348837209302325,,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:51.524Z,socket hang up
074016,MASONICARE HEALTH CENTER,https://www.masonicare.org/download_file/view/1743/1,https://www.masonicare.org/cms-hpt.txt,https://www.masonicare.org/price-transparency,Masonicare Health Center d/b/a Masonicare Behavioral Health Hospital,2026-09-09T01:43:18.153Z,9f2565af1132c85ab1f4bd23e53551384fd3e665e4742fc207179159afab6445,0.27118644067796616,206,csv,Masonicare Health Center,Masonicare Health Center ,"22 Masonic Avenue, Wallingford, CT 06492",CT,mrf-header-name-without-location,,2025-01-01,2.0.0,date-over-365-days,2026-09-09T01:47:51.539Z,
070022,YALE-NEW HAVEN HOSPITAL,https://www.ynhh.org/-/media/Files/YNHHS/sc/06-0646652-Yale_New_Haven_Hospital_Standard_Charges011025.ashx,https://www.ynhh.org/YNHHAssets/cms-hpt.txt,https://www.ynhh.org/patients-visitors/billing-insurance/Pricing,St. Raphael's Hospital,2026-09-09T01:43:18.280Z,adbf359f1f77f57d38cb6830d4c635aaaf942c9d370b9c33c9d782ceb3f80c5c,0.09090909090909091,404,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:51.756Z,
100244,CAPE CORAL HOSPITAL,https://www.leehealth.org/machine-readable-files-lh-2026/99-2646504_CAPE-CORAL-HOSPITAL_standardcharges_20260401.zip,https://www.leehealth.org/cms-hpt.txt,https://www.leehealth.org/billing/estimates-cost/how-much-do-procedures-cost,Cape Coral Hospital,2026-09-09T01:43:18.364Z,2c6f52c6fd412c5f19e1639bbc0c1c7210c06b0226fd69c79a7d205d0288885e,1,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:51.981Z,
100161,CENTRAL FLORIDA LAKE MONROE HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/59-1978725_HCA-FLORIDA-LAKE-MONROE-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:52.116Z,
104024,"CIRCLES OF CARE, INC",https://www.circlesofcare.org/wp-content/uploads/2025/12/591101553_circles-of-care-inc_standardcharges.csv,https://circlesofcare.org/cms-hpt.txt,https://www.circlesofcare.org/financial-transparency/,Circles of Care Inc,2026-09-09T01:43:18.334Z,e20fbfcc573a669ddedffab047e376348bc81a02e1daf4d6e83055d3b10aec3d,1,206,csv,Circles of Care Inc,Circles of Care Inc,"400 E. Sheridan Road, Melbourne, FL 32901",FL,corroborated,file-name-and-address,2025-12-12,2.0.0,date-within-365-days-older-version,2026-09-09T01:47:52.152Z,
100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,https://clevelandclinic.pt.panaceainc.com/MRFDownload/clevelandclinic/indianriver,https://my.clevelandclinic.org/cms-hpt.txt,https://my.clevelandclinic.org/patients/billing-finance/comprehensive-hospital-charges,indian river hospital,2026-09-09T01:43:18.511Z,8a7102fb70f59674a7740c0b54b46f9b69a0a7ac640d3e453017f9db332e1aae,0.5348837209302325,,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:53.953Z,socket hang up
100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,https://clevelandclinic.pt.panaceainc.com/MRFDownload/clevelandclinic/martin-north-south-tradition,https://my.clevelandclinic.org/cms-hpt.txt,https://my.clevelandclinic.org/patients/billing-finance/comprehensive-hospital-charges,tradition hospital,2026-09-09T01:43:18.511Z,8a7102fb70f59674a7740c0b54b46f9b69a0a7ac640d3e453017f9db332e1aae,0.06976744186046512,200,csv,MARTIN MEMORIAL MEDICAL CENTER INC,Martin North Hospital|Martin South Hospital|Tradition Hospital,"200 SE Hospital Avenue, Stuart, FL 34994|2100 SE Salerno Rd, Stuart, FL 34997|10000 SW Innovation Way, Port St Lucie, FL 34987",FL,mrf-header-does-not-match-unresolved-roster,,2026-06-15,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:54.265Z,
100183,CORAL GABLES HOSPITAL,https://coralgableshospital.org/pricetransparency/995038459_CoralGablesHospital_standardcharges.csv,https://coralgableshospital.org/cms-hpt.txt,https://coralgableshospital.org/price-transparency/,Coral Gables Hospital,2026-09-09T01:43:18.423Z,095ced637d223064efaeb234a43bb7ae801ce0ac838b122fca2aa926f6b4ff80,1,206,csv,HSA CGH LLC,Coral Gables Hospital,"3100 S Douglas Rd, Coral Gables FL 33134",FL,corroborated,file-name-and-address,2025-02-21,2.0.0,date-over-365-days,2026-09-09T01:47:54.698Z,
100134,ED FRASER MEMORIAL HOSPITAL,https://hospitalpricetransparencyfiles.com/baker-county-medical-services-inc/593202547_Baker-County-Medical-Services-Inc_standardcharges.csv,,https://edfraserhospital.com/for-patients/price-estimates/price-transparency/,Download Machine-Readable File (Standard Charges),,,0,206,csv,Baker County Medical Services Inc.,Ed Fraser Memorial Hospital,"159 North Third Street, MacClenny, FL 32063",FL,corroborated,file-name-and-address,2025-11-12,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:55.068Z,
100134,ED FRASER MEMORIAL HOSPITAL,https://machine-readable-files.com/ed-fraser-memorial-hospital/593202547_Ed-Fraser-Memorial-Hospital_standardcharges.csv,,,,,,0,404,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:56.468Z,
100266,GULF BREEZE HOSPITAL,https://baptisthealthcare.pt.panaceainc.com/MRFDownload/baptisthealthcare/glfbreeze,https://www.ebaptisthealthcare.org/cms-hpt.txt,https://ebaptisthealthcare.org/PatientFinancialResources/price-transparency-standard-hospital-charges,Gulf Breeze Hospital,2026-09-09T01:43:28.506Z,d700a24720376d317aaca2592f7485015e60d5a0a33fdb46ca83833b10c1a268,1,,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:56.472Z,socket hang up
100220,GULF COAST MEDICAL CENTER LEE HEALTH,https://www.leehealth.org/machine-readable-files-lh-2026/99-2646504_GULF-COAST-MEDICAL-CENTER_standardcharges_20260401.zip,https://www.leehealth.org/cms-hpt.txt,https://www.leehealth.org/billing/estimates-cost/how-much-do-procedures-cost,Gulf Coast Medical Center,2026-09-09T01:43:18.364Z,2c6f52c6fd412c5f19e1639bbc0c1c7210c06b0226fd69c79a7d205d0288885e,0.6666666666666666,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:56.491Z,
100330,HALIFAX HEALTH /UF HEALTH MEDICAL CENTER OF DELTON,https://halifax.pt.panaceainc.com/MRFDownload/halifax/deltona,https://halifaxhealth.org/cms-hpt.txt,https://halifaxhealth.org/patients-visitors/price-transparency,Halifax Health | UF Health - Medical Center of Deltona,2026-09-09T01:43:28.258Z,00ab4830761baad22746b6b07fa30a036e7341661579c2aa2c6d26c8b504e655,0.7435897435897435,,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:56.633Z,socket hang up
100131,HCA FLORIDA AVENTURA HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/75-2379007_HCA-FLORIDA-AVENTURA-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:56.668Z,
100256,HCA FLORIDA BAYONET POINT HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1113740_HCA-FLORIDA-BAYONET-POINT-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:56.722Z,
100213,HCA FLORIDA BLAKE HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1113740_HCA-FLORIDA-BLAKE-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:56.775Z,
100243,HCA FLORIDA BRANDON HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/61-0947837_HCA-FLORIDA-BRANDON-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:56.930Z,
100254,HCA FLORIDA CAPITAL HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1091430_HCA-FLORIDA-CAPITAL-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:56.940Z,
100023,HCA FLORIDA CITRUS HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/47-1455535_HCA-FLORIDA-CITRUS-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:56.985Z,
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/35-1611050_HCA-FLORIDA-ENGLEWOOD-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:57.192Z,
100236,HCA FLORIDA FAWCETT HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/65-0252846_HCA-FLORIDA-FAWCETT-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:57.025Z,
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/61-1259833_HCA-FLORIDA-FORT-WALTON-DESTIN-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:57.474Z,
100242,HCA FLORIDA GULF COAST HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-0976863_HCA-FLORIDA-GULF-COAST-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:57.190Z,
100049,HCA FLORIDA HIGHLANDS HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/82-2084329_HCA-FLORIDA-HIGHLANDS-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:57.547Z,
100080,HCA FLORIDA JFK HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1694180_HCA-FLORIDA-JFK-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:59.480Z,
100209,HCA FLORIDA KENDALL HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/65-0260078_HCA-FLORIDA-KENDALL-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:59.273Z,
100156,HCA FLORIDA LAKE CITY HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/95-4176924_HCA-FLORIDA-LAKE-CITY-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:59.051Z,
100248,HCA FLORIDA LARGO HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1026428_HCA-FLORIDA-LARGO-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:59.631Z,
100246,HCA FLORIDA LAWNWOOD HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/59-1764486_HCA-FLORIDA-LAWNWOOD-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:59.724Z,
100179,HCA FLORIDA MEMORIAL HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/59-3283127_HCA-FLORIDA-MEMoriaL-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:59.725Z,
100204,HCA FLORIDA NORTH FLORIDA HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/61-1269294_HCA-FLORIDA-NORTH-FLORIDA-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:59.632Z,
100238,HCA FLORIDA NORTHSIDE HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/61-0947837_HCA-FLORIDA-NORTHSIDE-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:59.748Z,
100189,HCA FLORIDA NORTHWEST HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/61-1259843_HCA-FLORIDA-NORTHWEST-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:59.873Z,
100264,HCA FLORIDA OAK HILL HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1113740_HCA-FLORIDA-OAK-HILL-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:59.879Z,
100226,HCA FLORIDA ORANGE PARK HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/61-1269295_HCA-FLORIDA-ORANGE-PARK-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:59.750Z,
100110,HCA FLORIDA OSCEOLA HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/61-1257509_HCA-FLORIDA-OSCEOLA-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:48:00.038Z,
100269,HCA FLORIDA PALMS WEST HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1694178_HCA-FLORIDA-PALMS-WEST-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:48:00.297Z,
100126,HCA FLORIDA PASADENA HOSPITAL A PART OF HCA FLORID,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/80-0935610_HCA-FLORIDA-PASADENA-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:48:00.292Z,
100320,HCA FLORIDA POINCIANA HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/90-0811360_HCA-FLORIDA-POINCIANA-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:48:00.056Z,
100232,HCA FLORIDA PUTNAM HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/47-2762362_HCA-FLORIDA-PUTNAM-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:48:00.315Z,
100252,HCA FLORIDA RAULERSON HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/59-1833934_HCA-FLORIDA-RAULERSON-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:48:00.384Z,
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/61-1258724_HCA-FLORIDA-SARASOTA-DOCTORS-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:48:00.515Z,
100259,HCA FLORIDA SOUTH SHORE HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/59-2822337_HCA-FLORIDA-SOUTH-SHORE-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:48:00.361Z,
100206,HCA FLORIDA SOUTH TAMPA HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/36-4764806_HCA-FLORIDA-SOUTH-TAMPA-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:48:00.525Z,
100180,HCA FLORIDA ST PETERSBURG HOSPITAL,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/59-1174716_HCA-FLORIDA-ST.-PETERSBURG-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,,,,,,0,403,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:48:00.554Z,
