ccn,hospital_name,state,old_finding,status,website,pointer,identity,file_access,metadata,pointer_url,mrf_url,date,version,source_page,checked_at,recorded_pointer_url,recorded_mrf_url,queue,next_action,evidence_file,evidence_key
110087,NORTHSIDE HOSPITAL GWINNETT,GA,mrf-blocked-to-automation,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://www.northside.com/cms-hpt.txt,,,,,2026-09-09T01:43:30.653Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,110087
110253,SOUTH GEORGIA SPECIALTY HOSPITAL,GA,mrf-stale-over-365-days,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://southgeorgiaspecialtyhospital.com/cms-hpt.txt,,,,,2026-09-09T01:43:30.741Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,110253
110146,SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS,GA,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://www.sghs.org/cms-hpt.txt,https://res.cloudinary.com/dpmykpsih/raw/upload/southeast-georgia-site-441/media/r/2b7af40f710742bdb73b6db38189c1a2/581911751_southeast-georgia-health-system-camden-campus_standardcharges.csv,2025-01-28,2.0.0,https://www.sghs.org/patients-visitors/billing-information/understanding-health-care-pricing/,2026-09-09T01:48:01.109Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,110146
110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,GA,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://www.sghs.org/cms-hpt.txt,https://res.cloudinary.com/dpmykpsih/raw/upload/southeast-georgia-site-441/media/r/3973089e73b74845a679c5863cedd135/581911751_southeast-georgia-health-system-brunswick-campus_standardcharg.csv,2025-01-01,2.0.0,https://www.sghs.org/patients-visitors/billing-information/understanding-health-care-pricing/,2026-09-09T01:48:01.189Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,110025
110233,"SOUTHEASTERN REGIONAL MEDICAL CENTER, INC",GA,pointer-blocked-to-automation,pointer-or-domain-review,HTTP 403,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:42:43.222Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,110233
110101,"SOUTHWELL MEDICAL, A CAMPUS OF TRMC",GA,no-cms-hpt-txt-published,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:43:30.691Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,110101
110129,ST FRANCIS HOSPITAL- EMORY HEALTHCARE,GA,not-assessed-site-unreachable,pointer-or-domain-review,HTTP 406,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:43:30.604Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,110129
110006,ST MARY'S HOSPITAL,GA,mrf-stale-over-365-days,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://www.stmaryshealthcaresystem.org/sites/default/files/cms-hpt.txt,,,,,2026-09-09T01:43:30.979Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,110006
111329,ST MARYS GOOD SAMARITAN HOSPITAL,GA,mrf-stale-over-365-days,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://www.stmaryshealthcaresystem.org/sites/default/files/cms-hpt.txt,,,,,2026-09-09T01:43:30.979Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,111329
114004,SUMMITRIDGE CENTER- PSYCHIATRY & ADDICTIVE MED,GA,pointer-blocked-to-automation,pointer-or-domain-review,HTTP 403,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:43:30.807Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,114004
110015,TANNER MEDICAL CENTER VILLA RICA,GA,mrf-stale-over-365-days,metadata-or-pointer-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:42:35.924Z,,,Pointer / metadata review,Inspect the corroborated file and official pointer separately. Resolve missing or conflicting metadata and multiple file candidates before promoting.,file-evidence.csv,110015
110002,UPSON REGIONAL MEDICAL CENTER,GA,not-assessed-site-unreachable,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:43:32.566Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,110002
650001,GUAM MEMORIAL  HOSPITAL AUTHORITY,GU,no-cms-hpt-txt-published,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:43:40.756Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,650001
161351,AVERA HOLY FAMILY HOSPITAL,IA,old-template-version,pointer-or-domain-review,HTTP 403,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:43:39.479Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,161351
161321,AVERA MERRILL PIONEER HOSPITAL,IA,old-template-version,pointer-or-domain-review,HTTP 403,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:43:39.479Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,161321
161359,BURGESS HEALTH CENTER,IA,mrf-url-unreachable,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://burgesshc.org/cms-hpt.txt,,,,,2026-09-09T01:43:31.248Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,161359
161348,CLARKE COUNTY HOSPITAL,IA,pointer-blocked-to-automation,pointer-or-domain-review,HTTP getaddrinfo EAI_AGAIN clarkehosp.org,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:43:41.017Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,161348
161368,FLOYD VALLEY HEALTHCARE,IA,old-template-version,pointer-or-domain-review,HTTP 403,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:43:39.479Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,161368
161365,GREATER REGIONAL MEDICAL CENTER,IA,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://e363f8c5-d982-49c6-ae27-e8ee9e1ff4a3.usrfiles.com/ugd/e363f8_36f15900d3274b44968a27af2c5b43c9.txt,,,,,2026-09-09T01:43:42.269Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,161365
161380,HANSEN FAMILY HOSPITAL,IA,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.mercyone.org/sites/default/files/cms-hpt.txt,,,,,2026-09-09T01:43:42.839Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,161380
161336,HEGG MEMORIAL HEALTH CENTER,IA,old-template-version,pointer-or-domain-review,HTTP 403,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:43:39.479Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,161336
161329,JACKSON COUNTY REGIONAL HEALTH CENTER,IA,pointer-lists-no-mrf-url,identity-or-format-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:43:39.765Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,161329
160124,LAKES REGIONAL HEALTHCARE,IA,old-template-version,pointer-or-domain-review,HTTP 403,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:43:39.479Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,160124
160153,MERCYONE SIOUXLAND MEDICAL CENTER,IA,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.mercyone.org/sites/default/files/cms-hpt.txt,,,,,2026-09-09T01:43:42.839Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,160153
161363,MONTGOMERY COUNTY MEMORIAL HOSPITAL,IA,compliant-date-unverified,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://www.mcmh.org/cms-hpt.txt,,,,,2026-09-09T01:43:42.316Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,161363
