ccn,hospital_name,state,old_finding,status,website,pointer,identity,file_access,metadata,pointer_url,mrf_url,date,version,source_page,checked_at,previous_status,methods,blocker,blocker_details,browser_observation,next_action
230146,WYANDOTTE HOSPITAL AND MEDICAL CENTER,MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.henryford.com/cms-hpt.txt,,,,,2026-09-09T02:12:33.127Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital | mrf-header-name-without-location,,Compare facility identity and inspect unparsed metadata
230151,BEAUMONT HOSPITAL - FARMINGTON HILLS,MI,pointer-lists-no-mrf-url,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://corewellhealth.org/cms-hpt.txt,,,,,2026-09-09T02:09:48.687Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
230197,ASCENSION GENESYS HOSPITAL,MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T02:11:30.797Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"header-matches-other-roster-hospital | metadata-incomplete-or-request-failed | mrf-header-has-no-license-state | request timeout | ambiguous-mrf-header-identity | mrf-header-name-without-location | curl: (28) Operation timed out after 15003 milliseconds with 0 bytes received
 | request deadline exceeded | mrf-header-does-not-match-unresolved-roster | curl: (28) Resolving timed out after 8005 milliseconds
 | curl: (28) Operation timed out after 15012 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15016 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15001 milliseconds with 0 bytes received
",,Compare facility identity and inspect unparsed metadata
230208,UNIVERSITY OF MICHIGAN HEALTH-SPARROW CARSON,MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.uofmhealthsparrow.org/cms-hpt.txt,,,,,2026-09-09T02:12:33.709Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
230230,EDWARD W SPARROW HOSPITAL,MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.uofmhealthsparrow.org/cms-hpt.txt,,,,,2026-09-09T02:12:33.709Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
230241,ASCENSION RIVER DISTRICT HOSPITAL,MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T02:11:30.797Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"header-matches-other-roster-hospital | metadata-incomplete-or-request-failed | HTTP 404 | mrf-header-has-no-license-state | request timeout | ambiguous-mrf-header-identity | mrf-header-name-without-location | curl: (28) Operation timed out after 15003 milliseconds with 0 bytes received
 | request deadline exceeded | mrf-header-does-not-match-unresolved-roster | curl: (28) Resolving timed out after 8005 milliseconds
 | curl: (28) Operation timed out after 15012 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15016 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15001 milliseconds with 0 bytes received
",,Compare facility identity and inspect unparsed metadata
230254,ASCENSION PROVIDENCE ROCHESTER HOSPITAL,MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T02:11:30.797Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"header-matches-other-roster-hospital | metadata-incomplete-or-request-failed | mrf-header-has-no-license-state | request timeout | ambiguous-mrf-header-identity | mrf-header-name-without-location | curl: (28) Operation timed out after 15003 milliseconds with 0 bytes received
 | request deadline exceeded | mrf-header-does-not-match-unresolved-roster | curl: (28) Resolving timed out after 8005 milliseconds
 | curl: (28) Operation timed out after 15012 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15016 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15001 milliseconds with 0 bytes received
",,Compare facility identity and inspect unparsed metadata
230269,"BEAUMONT HOSPITAL, TROY",MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://corewellhealth.org/cms-hpt.txt,,,,,2026-09-09T02:09:48.687Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
230270,BEAUMONT HOSPITAL - TAYLOR,MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://corewellhealth.org/cms-hpt.txt,,,,,2026-09-09T02:09:48.687Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
231305,SAINT MARY'S STANDISH COMMUNITY HOSPITAL,MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T02:11:30.797Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"curl: (28) Operation timed out after 15001 milliseconds with 0 bytes received
 | metadata-incomplete-or-request-failed | request deadline exceeded | header-matches-other-roster-hospital | mrf-header-has-no-license-state | request timeout | ambiguous-mrf-header-identity | mrf-header-name-without-location | curl: (28) Operation timed out after 15003 milliseconds with 0 bytes received
 | mrf-header-does-not-match-unresolved-roster | curl: (28) Resolving timed out after 8005 milliseconds
 | curl: (28) Operation timed out after 15012 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15016 milliseconds with 0 bytes received
",,Compare facility identity and inspect unparsed metadata
231308,MUNISING MEMORIAL HOSPITAL,MI,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://munisingmemorial.org/cms-hpt.txt,,,,,2026-09-09T02:12:33.704Z,identity-or-format-review,native,official-pointer-or-metadata-unresolved,metadata-incomplete-or-request-failed | mrf-header-has-no-license-state,,Resolve official pointer linkage or conflicting metadata
231315,ASCENSION BORGESS LEE HOSPITAL,MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T02:11:30.797Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"header-matches-other-roster-hospital | metadata-incomplete-or-request-failed | mrf-header-has-no-license-state | request timeout | ambiguous-mrf-header-identity | mrf-header-name-without-location | curl: (28) Operation timed out after 15003 milliseconds with 0 bytes received
 | request deadline exceeded | mrf-header-does-not-match-unresolved-roster | curl: (28) Resolving timed out after 8005 milliseconds
 | curl: (28) Operation timed out after 15012 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15016 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15001 milliseconds with 0 bytes received
",,Compare facility identity and inspect unparsed metadata
231319,ASPIRUS KEWEENAW HOSPITAL AND CLINICS,MI,mrf-stale-over-365-days,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.aspirus.org/cms-hpt.txt,,,,,2026-09-09T02:10:59.564Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
231326,UNIVERSITY OF MICHIGAN HEALTH- SPARROW CLINTON,MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.uofmhealthsparrow.org/cms-hpt.txt,,,,,2026-09-09T02:12:33.709Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
231327,UNIVERSITY OF MICHIGAN HEALTH - SPARROW EATON,MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.uofmhealthsparrow.org/cms-hpt.txt,,,,,2026-09-09T02:12:33.709Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
231331,SPARROW IONIA HOSPITAL,MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.uofmhealthsparrow.org/cms-hpt.txt,,,,,2026-09-09T02:12:33.709Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
231333,ASPIRUS IRONWOOD HOSPITAL,MI,mrf-stale-over-365-days,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.aspirus.org/cms-hpt.txt,,,,,2026-09-09T02:10:59.564Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"mrf-header-name-without-location | mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital | curl: (28) Resolving timed out after 8011 milliseconds
 | metadata-incomplete-or-request-failed | request timeout",,Compare facility identity and inspect unparsed metadata
240053,PARK NICOLLET METHODIST HOSPITAL,MN,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.healthpartners.com/cms-hpt.txt,,,,,2026-09-09T02:12:33.935Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
241316,BIGFORK VALLEY HOSPITAL,MN,mrf-stale-over-365-days,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://bigforkvalley.org/cms-hpt.txt,,,,,2026-09-09T02:12:34.060Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
241319,MURRAY COUNTY MEMORIAL HOSPITAL,MN,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://pushmatahahospital.com/cms-hpt.txt,,,,,2026-09-09T02:12:34.009Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital | metadata-incomplete-or-request-failed | mrf-header-has-no-license-state,,Compare facility identity and inspect unparsed metadata
241350,ESSENTIA HEALTH MOOSE LAKE,MN,old-template-version,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.essentiahealth.org/cms-hpt.txt,,,,,2026-09-09T02:12:34.780Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-name-without-location | metadata-incomplete-or-request-failed | mrf-header-has-no-license-state | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
250038,MERIT HEALTH MADISON,MS,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://umc.edu/cms-hpt.txt,,,,,2026-09-09T02:12:34.845Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,ambiguous-mrf-header-identity | header-matches-other-roster-hospital | mrf-header-does-not-match-unresolved-roster | metadata-incomplete-or-request-failed,,Compare facility identity and inspect unparsed metadata
250042,NORTHWEST MISSISSISSIPPI REGIONAL MEDICAL CENTER,MS,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.deltahealthsystem.org/cms-hpt.txt,,,,,2026-09-09T02:12:37.090Z,identity-or-format-review,native|glm-5.3-flash|web-search-verification,facility-identity-or-metadata-unresolved,mrf-header-name-without-location,,Compare facility identity and inspect unparsed metadata
